Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
buffalo,2,101.4,sores on mouth,difficulty walking,loss of appetite,foot and mouth
buffalo,4,104.5,swelling in muscle,loss of appetite,lameness,blackleg
buffalo,13,104.6,painless lumps,depression,loss of appetite,lumpy virus
buffalo,10,100.9,swelling in extremities,chills,chest discomfort,anthrax
buffalo,12,104.1,depression,painless lumps,loss of appetite,pneumonia
buffalo,13,100.5,blisters on hooves,loss of appetite,lameness,foot and mouth
buffalo,3,102.4,swelling in limb,depression,crackling sound,blackleg
buffalo,11,103.5,swelling in limb,depression,lameness,blackleg
buffalo,4,102.0,difficulty walking,swelling in muscle,crackling sound,blackleg
buffalo,15,103.4,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
buffalo,6,104.8,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,13,103.2,lameness,loss of appetite,depression,blackleg
buffalo,15,101.5,loss of appetite,depression,difficulty walking,blackleg
buffalo,14,102.1,lameness,swelling in muscle,loss of appetite,blackleg
buffalo,6,102.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,3,100.1,loss of appetite,sores on tongue,difficulty walking,foot and mouth
buffalo,10,104.0,chills,sweats,shortness of breath,anthrax
buffalo,14,100.5,fatigue,swelling in neck,chest discomfort,anthrax
buffalo,12,102.2,shortness of breath,chills,sweats,anthrax
buffalo,3,100.9,shortness of breath,fatigue,chills,anthrax
buffalo,15,102.9,loss of appetite,depression,painless lumps,pneumonia
buffalo,12,102.8,loss of appetite,painless lumps,depression,pneumonia
buffalo,4,101.2,depression,loss of appetite,painless lumps,pneumonia
buffalo,9,103.3,shortness of breath,chills,chest discomfort,anthrax
buffalo,6,104.4,loss of appetite,blisters on tongue,lameness,foot and mouth
buffalo,15,103.3,crackling sound,loss of appetite,lameness,blackleg
buffalo,3,104.2,loss of appetite,blisters on hooves,lameness,foot and mouth
buffalo,5,102.9,depression,swelling in muscle,lameness,blackleg
buffalo,15,102.7,fatigue,chills,swelling in neck,anthrax
buffalo,5,100.0,loss of appetite,painless lumps,depression,pneumonia
buffalo,1,102.8,depression,loss of appetite,painless lumps,pneumonia
buffalo,13,103.4,crackling sound,depression,loss of appetite,blackleg
buffalo,11,103.2,loss of appetite,difficulty walking,sores on gums,foot and mouth
buffalo,4,100.0,painless lumps,depression,loss of appetite,pneumonia
buffalo,14,101.5,loss of appetite,painless lumps,depression,pneumonia
buffalo,7,100.0,crackling sound,swelling in limb,difficulty walking,blackleg
buffalo,11,102.0,fatigue,chest discomfort,swelling in neck,anthrax
buffalo,2,102.9,depression,crackling sound,loss of appetite,blackleg
buffalo,12,103.3,loss of appetite,difficulty walking,sores on hooves,foot and mouth
buffalo,5,104.2,lameness,swelling in muscle,crackling sound,blackleg
buffalo,13,100.1,depression,difficulty walking,loss of appetite,blackleg
buffalo,11,100.3,loss of appetite,lameness,blisters on hooves,foot and mouth
buffalo,5,102.5,chills,chest discomfort,swelling in neck,anthrax
buffalo,11,104.2,fatigue,chills,swelling in extremities,anthrax
buffalo,14,100.8,depression,painless lumps,loss of appetite,pneumonia
buffalo,5,101.9,chest discomfort,sweats,fatigue,anthrax
buffalo,4,101.7,depression,painless lumps,loss of appetite,lumpy virus
buffalo,5,100.3,sores on mouth,difficulty walking,loss of appetite,foot and mouth
buffalo,11,103.8,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
buffalo,6,102.9,painless lumps,loss of appetite,depression,pneumonia
buffalo,15,104.2,depression,painless lumps,loss of appetite,lumpy virus
buffalo,3,102.2,difficulty walking,loss of appetite,blisters on gums,foot and mouth
buffalo,13,103.3,loss of appetite,depression,painless lumps,lumpy virus
buffalo,3,102.1,sores on mouth,loss of appetite,difficulty walking,foot and mouth
buffalo,14,100.7,painless lumps,depression,loss of appetite,pneumonia
buffalo,2,103.5,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
buffalo,5,101.3,painless lumps,depression,loss of appetite,pneumonia
buffalo,2,102.7,painless lumps,depression,loss of appetite,lumpy virus
buffalo,8,104.0,swelling in abdomen,sweats,shortness of breath,anthrax
buffalo,12,104.4,shortness of breath,chills,fatigue,anthrax
buffalo,2,102.2,painless lumps,loss of appetite,depression,pneumonia
buffalo,4,102.9,depression,loss of appetite,painless lumps,lumpy virus
buffalo,4,102.1,loss of appetite,crackling sound,swelling in limb,blackleg
buffalo,10,100.3,painless lumps,loss of appetite,depression,lumpy virus
buffalo,15,102.4,chills,shortness of breath,fatigue,anthrax
buffalo,4,102.8,depression,loss of appetite,painless lumps,lumpy virus
buffalo,8,101.5,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,4,103.3,fatigue,chest discomfort,sweats,anthrax
buffalo,12,100.3,painless lumps,depression,loss of appetite,lumpy virus
buffalo,8,101.3,loss of appetite,difficulty walking,sores on mouth,foot and mouth
buffalo,7,100.2,painless lumps,depression,loss of appetite,lumpy virus
buffalo,7,102.1,depression,loss of appetite,painless lumps,pneumonia
buffalo,12,100.1,difficulty walking,loss of appetite,sores on gums,foot and mouth
buffalo,3,100.2,painless lumps,loss of appetite,depression,lumpy virus
buffalo,10,100.9,depression,painless lumps,loss of appetite,pneumonia
buffalo,10,102.1,depression,loss of appetite,painless lumps,lumpy virus
buffalo,11,102.5,chills,shortness of breath,sweats,anthrax
buffalo,3,101.5,crackling sound,swelling in limb,lameness,blackleg
buffalo,15,103.1,depression,painless lumps,loss of appetite,pneumonia
buffalo,13,101.4,loss of appetite,painless lumps,depression,pneumonia
buffalo,3,100.1,depression,loss of appetite,painless lumps,lumpy virus
buffalo,13,102.4,painless lumps,loss of appetite,depression,pneumonia
buffalo,11,101.2,depression,loss of appetite,painless lumps,pneumonia
buffalo,6,100.2,loss of appetite,lameness,blisters on gums,foot and mouth
buffalo,9,100.5,blisters on gums,loss of appetite,difficulty walking,foot and mouth
buffalo,11,100.2,lameness,loss of appetite,sores on tongue,foot and mouth
buffalo,4,100.4,crackling sound,lameness,depression,blackleg
buffalo,3,102.9,loss of appetite,lameness,blisters on gums,foot and mouth
buffalo,3,101.2,loss of appetite,painless lumps,depression,lumpy virus
buffalo,1,102.9,difficulty walking,crackling sound,loss of appetite,blackleg
buffalo,14,101.6,difficulty walking,loss of appetite,sores on tongue,foot and mouth
buffalo,2,102.1,chills,chest discomfort,fatigue,anthrax
buffalo,1,100.9,depression,painless lumps,loss of appetite,lumpy virus
buffalo,8,103.8,difficulty walking,blisters on gums,loss of appetite,foot and mouth
buffalo,1,104.6,chills,swelling in neck,chest discomfort,anthrax
buffalo,3,100.0,chills,shortness of breath,fatigue,anthrax
buffalo,6,102.0,difficulty walking,depression,swelling in limb,blackleg
buffalo,3,104.5,crackling sound,difficulty walking,depression,blackleg
buffalo,13,100.4,chills,chest discomfort,fatigue,anthrax
buffalo,13,100.4,sores on gums,lameness,loss of appetite,foot and mouth
buffalo,12,100.3,depression,painless lumps,loss of appetite,lumpy virus
buffalo,1,100.4,lameness,depression,loss of appetite,blackleg
buffalo,3,102.3,loss of appetite,blisters on mouth,lameness,foot and mouth
buffalo,3,104.7,depression,swelling in muscle,crackling sound,blackleg
buffalo,15,100.3,difficulty walking,crackling sound,depression,blackleg
buffalo,13,100.2,loss of appetite,painless lumps,depression,pneumonia
buffalo,6,102.8,chest discomfort,chills,sweats,anthrax
buffalo,7,101.7,fatigue,sweats,chills,anthrax
buffalo,15,100.6,painless lumps,depression,loss of appetite,lumpy virus
buffalo,2,102.8,painless lumps,loss of appetite,depression,lumpy virus
buffalo,14,101.0,chills,fatigue,swelling in extremities,anthrax
buffalo,10,102.0,chest discomfort,sweats,swelling in neck,anthrax
buffalo,2,102.7,depression,loss of appetite,painless lumps,lumpy virus
buffalo,8,104.4,loss of appetite,sores on hooves,difficulty walking,foot and mouth
buffalo,1,104.7,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
buffalo,2,101.2,loss of appetite,painless lumps,depression,pneumonia
buffalo,5,103.5,painless lumps,loss of appetite,depression,lumpy virus
buffalo,14,103.0,loss of appetite,painless lumps,depression,pneumonia
buffalo,4,102.5,loss of appetite,painless lumps,depression,lumpy virus
buffalo,13,102.1,loss of appetite,painless lumps,depression,lumpy virus
buffalo,15,100.6,difficulty walking,loss of appetite,depression,blackleg
buffalo,13,104.6,swelling in neck,fatigue,sweats,anthrax
buffalo,4,101.9,depression,painless lumps,loss of appetite,pneumonia
buffalo,2,101.7,difficulty walking,swelling in limb,depression,blackleg
buffalo,2,101.8,swelling in extremities,shortness of breath,fatigue,anthrax
buffalo,7,104.5,shortness of breath,fatigue,chest discomfort,anthrax
buffalo,10,100.6,depression,swelling in muscle,crackling sound,blackleg
buffalo,4,101.2,sweats,swelling in abdomen,chest discomfort,anthrax
buffalo,9,102.9,difficulty walking,blisters on gums,loss of appetite,foot and mouth
buffalo,9,102.1,loss of appetite,painless lumps,depression,lumpy virus
buffalo,5,104.9,sweats,chest discomfort,shortness of breath,anthrax
buffalo,9,104.5,crackling sound,difficulty walking,depression,blackleg
buffalo,1,102.6,painless lumps,depression,loss of appetite,pneumonia
buffalo,12,101.3,loss of appetite,swelling in limb,lameness,blackleg
buffalo,9,103.1,sweats,shortness of breath,chills,anthrax
buffalo,14,100.5,swelling in extremities,fatigue,sweats,anthrax
buffalo,7,101.7,depression,swelling in limb,crackling sound,blackleg
buffalo,14,100.6,depression,loss of appetite,painless lumps,pneumonia
buffalo,2,103.8,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
buffalo,4,102.8,shortness of breath,chills,swelling in extremities,anthrax
buffalo,4,101.5,difficulty walking,sores on gums,loss of appetite,foot and mouth
buffalo,3,100.1,depression,loss of appetite,painless lumps,pneumonia
buffalo,12,100.8,loss of appetite,painless lumps,depression,lumpy virus
buffalo,13,103.4,swelling in abdomen,shortness of breath,chest discomfort,anthrax
buffalo,8,101.5,sores on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,6,100.1,loss of appetite,painless lumps,depression,lumpy virus
buffalo,15,100.1,chills,fatigue,chest discomfort,anthrax
buffalo,3,104.6,swelling in extremities,sweats,shortness of breath,anthrax
buffalo,7,102.4,sweats,fatigue,chills,anthrax
buffalo,4,101.0,depression,painless lumps,loss of appetite,lumpy virus
buffalo,13,100.3,painless lumps,depression,loss of appetite,pneumonia
buffalo,12,102.5,painless lumps,loss of appetite,depression,lumpy virus
buffalo,13,101.4,difficulty walking,depression,crackling sound,blackleg
buffalo,15,100.8,chills,chest discomfort,shortness of breath,anthrax
buffalo,9,103.0,loss of appetite,painless lumps,depression,lumpy virus
buffalo,13,102.5,depression,loss of appetite,painless lumps,lumpy virus
buffalo,5,102.2,lameness,crackling sound,loss of appetite,blackleg
buffalo,13,101.1,shortness of breath,chest discomfort,sweats,anthrax
buffalo,4,104.0,chills,sweats,shortness of breath,anthrax
buffalo,4,102.5,lameness,sores on gums,loss of appetite,foot and mouth
buffalo,12,100.9,painless lumps,loss of appetite,depression,lumpy virus
buffalo,3,102.8,sweats,swelling in extremities,fatigue,anthrax
buffalo,15,100.8,painless lumps,depression,loss of appetite,lumpy virus
buffalo,9,101.3,loss of appetite,painless lumps,depression,pneumonia
buffalo,15,103.9,sores on gums,lameness,loss of appetite,foot and mouth
buffalo,8,102.7,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
buffalo,15,100.2,lameness,loss of appetite,sores on gums,foot and mouth
buffalo,13,102.5,depression,loss of appetite,painless lumps,pneumonia
buffalo,11,100.3,painless lumps,loss of appetite,depression,pneumonia
buffalo,10,104.0,chills,swelling in abdomen,sweats,anthrax
buffalo,1,101.6,depression,loss of appetite,painless lumps,lumpy virus
buffalo,12,100.5,shortness of breath,swelling in abdomen,sweats,anthrax
buffalo,13,104.3,depression,loss of appetite,painless lumps,lumpy virus
buffalo,7,100.6,crackling sound,depression,swelling in muscle,blackleg
buffalo,4,100.7,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,10,102.9,painless lumps,loss of appetite,depression,pneumonia
buffalo,12,102.7,depression,painless lumps,loss of appetite,pneumonia
buffalo,2,102.5,sweats,chills,fatigue,anthrax
buffalo,13,103.3,depression,loss of appetite,painless lumps,lumpy virus
buffalo,3,100.1,swelling in extremities,chest discomfort,fatigue,anthrax
buffalo,2,103.0,shortness of breath,fatigue,chest discomfort,anthrax
buffalo,5,104.3,depression,loss of appetite,painless lumps,lumpy virus
buffalo,1,102.3,painless lumps,depression,loss of appetite,lumpy virus
buffalo,3,100.2,lameness,depression,crackling sound,blackleg
buffalo,15,100.3,painless lumps,loss of appetite,depression,pneumonia
buffalo,10,101.7,sores on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,2,100.1,loss of appetite,painless lumps,depression,pneumonia
buffalo,10,103.8,depression,loss of appetite,painless lumps,lumpy virus
buffalo,3,103.7,chest discomfort,shortness of breath,chills,anthrax
buffalo,10,102.4,loss of appetite,painless lumps,depression,lumpy virus
buffalo,3,101.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,4,100.1,painless lumps,depression,loss of appetite,pneumonia
buffalo,12,100.4,depression,painless lumps,loss of appetite,pneumonia
buffalo,2,100.2,loss of appetite,depression,crackling sound,blackleg
buffalo,4,102.0,lameness,loss of appetite,blisters on mouth,foot and mouth
buffalo,15,104.5,lameness,crackling sound,swelling in muscle,blackleg
buffalo,3,102.9,shortness of breath,chest discomfort,sweats,anthrax
buffalo,8,103.0,painless lumps,depression,loss of appetite,pneumonia
buffalo,12,100.2,sores on hooves,lameness,loss of appetite,foot and mouth
buffalo,7,101.0,difficulty walking,loss of appetite,swelling in muscle,blackleg
buffalo,1,101.2,depression,loss of appetite,painless lumps,lumpy virus
buffalo,12,101.0,fatigue,sweats,chest discomfort,anthrax
buffalo,4,102.4,sweats,fatigue,shortness of breath,anthrax
buffalo,4,103.2,depression,loss of appetite,painless lumps,lumpy virus
buffalo,12,102.2,loss of appetite,depression,painless lumps,lumpy virus
buffalo,3,102.5,loss of appetite,depression,swelling in muscle,blackleg
buffalo,6,102.1,loss of appetite,painless lumps,depression,pneumonia
buffalo,7,104.4,painless lumps,depression,loss of appetite,pneumonia
buffalo,4,101.3,sweats,swelling in neck,fatigue,anthrax
buffalo,3,102.0,depression,painless lumps,loss of appetite,pneumonia
buffalo,3,103.9,loss of appetite,depression,painless lumps,lumpy virus
buffalo,12,103.7,loss of appetite,depression,painless lumps,lumpy virus
buffalo,8,100.6,depression,painless lumps,loss of appetite,lumpy virus
buffalo,9,100.6,painless lumps,depression,loss of appetite,pneumonia
buffalo,9,100.1,swelling in limb,lameness,depression,blackleg
buffalo,8,103.5,lameness,loss of appetite,sores on gums,foot and mouth
buffalo,10,102.1,chills,fatigue,sweats,anthrax
buffalo,7,102.7,painless lumps,depression,loss of appetite,lumpy virus
buffalo,5,101.3,depression,difficulty walking,swelling in limb,blackleg
buffalo,11,101.6,depression,painless lumps,loss of appetite,lumpy virus
buffalo,11,102.2,painless lumps,loss of appetite,depression,pneumonia
