Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
goat,2,102.1,loss of appetite,difficulty walking,sores on gums,foot and mouth
goat,9,100.2,loss of appetite,sores on tongue,lameness,foot and mouth
goat,2,101.8,loss of appetite,painless lumps,depression,pneumonia
goat,2,103.0,depression,painless lumps,loss of appetite,pneumonia
goat,8,104.8,loss of appetite,depression,painless lumps,lumpy virus
goat,1,101.2,depression,painless lumps,loss of appetite,lumpy virus
goat,2,101.8,loss of appetite,lameness,sores on hooves,foot and mouth
goat,10,100.3,loss of appetite,lameness,blisters on mouth,foot and mouth
goat,3,103.5,loss of appetite,painless lumps,depression,lumpy virus
goat,8,101.7,depression,painless lumps,loss of appetite,pneumonia
goat,9,103.2,painless lumps,depression,loss of appetite,lumpy virus
goat,8,102.3,painless lumps,loss of appetite,depression,lumpy virus
goat,6,102.0,depression,lameness,swelling in muscle,blackleg
goat,8,100.7,sores on tongue,loss of appetite,lameness,foot and mouth
goat,6,101.4,lameness,sores on hooves,loss of appetite,foot and mouth
goat,3,102.1,depression,loss of appetite,painless lumps,pneumonia
goat,9,103.4,depression,loss of appetite,painless lumps,lumpy virus
goat,8,100.6,sores on tongue,loss of appetite,difficulty walking,foot and mouth
goat,3,104.9,loss of appetite,painless lumps,depression,pneumonia
goat,1,104.6,painless lumps,depression,loss of appetite,lumpy virus
goat,4,102.2,swelling in limb,difficulty walking,loss of appetite,blackleg
goat,2,104.6,loss of appetite,sores on hooves,difficulty walking,foot and mouth
goat,3,100.4,depression,painless lumps,loss of appetite,lumpy virus
goat,6,102.0,fatigue,chills,shortness of breath,anthrax
goat,1,101.3,loss of appetite,depression,lameness,blackleg
goat,10,102.6,painless lumps,loss of appetite,depression,lumpy virus
goat,2,101.7,chills,fatigue,swelling in neck,anthrax
goat,9,101.6,difficulty walking,loss of appetite,sores on mouth,foot and mouth
goat,4,100.4,loss of appetite,painless lumps,depression,lumpy virus
goat,8,100.7,loss of appetite,difficulty walking,sores on tongue,foot and mouth
goat,4,104.3,loss of appetite,painless lumps,depression,lumpy virus
goat,7,102.6,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
goat,10,104.4,swelling in neck,shortness of breath,chest discomfort,anthrax
goat,1,100.4,chest discomfort,sweats,shortness of breath,anthrax
goat,7,102.6,swelling in neck,chills,sweats,anthrax
goat,7,101.8,shortness of breath,chills,sweats,anthrax
goat,7,105.0,sores on hooves,lameness,loss of appetite,foot and mouth
goat,8,103.0,chills,shortness of breath,chest discomfort,anthrax
goat,4,102.2,loss of appetite,depression,painless lumps,lumpy virus
goat,9,102.6,shortness of breath,fatigue,chest discomfort,anthrax
goat,9,104.4,loss of appetite,difficulty walking,sores on mouth,foot and mouth
goat,3,102.1,sweats,chills,shortness of breath,anthrax
goat,4,100.8,loss of appetite,depression,painless lumps,lumpy virus
goat,8,102.8,painless lumps,loss of appetite,depression,pneumonia
goat,8,104.7,chills,fatigue,chest discomfort,anthrax
goat,1,100.0,loss of appetite,lameness,blisters on tongue,foot and mouth
goat,7,101.5,lameness,swelling in muscle,crackling sound,blackleg
goat,3,100.8,loss of appetite,depression,painless lumps,lumpy virus
goat,9,100.1,depression,crackling sound,lameness,blackleg
goat,9,102.2,painless lumps,depression,loss of appetite,pneumonia
goat,3,100.8,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
goat,7,102.2,loss of appetite,difficulty walking,sores on mouth,foot and mouth
goat,6,101.1,crackling sound,depression,swelling in limb,blackleg
goat,10,104.5,loss of appetite,depression,painless lumps,lumpy virus
goat,1,105.0,sores on hooves,difficulty walking,loss of appetite,foot and mouth
goat,10,103.5,depression,loss of appetite,painless lumps,lumpy virus
goat,4,100.5,sweats,shortness of breath,fatigue,anthrax
goat,8,102.3,painless lumps,depression,loss of appetite,pneumonia
goat,5,100.3,painless lumps,depression,loss of appetite,pneumonia
goat,7,103.7,painless lumps,depression,loss of appetite,lumpy virus
goat,4,101.7,swelling in limb,crackling sound,difficulty walking,blackleg
goat,3,100.4,lameness,loss of appetite,sores on mouth,foot and mouth
goat,3,104.3,depression,painless lumps,loss of appetite,pneumonia
goat,8,101.9,shortness of breath,sweats,chills,anthrax
goat,5,101.0,loss of appetite,depression,painless lumps,pneumonia
goat,3,103.0,swelling in extremities,sweats,chills,anthrax
goat,2,103.2,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
goat,6,103.8,lameness,blisters on mouth,loss of appetite,foot and mouth
goat,9,102.3,painless lumps,depression,loss of appetite,pneumonia
goat,9,100.8,depression,loss of appetite,painless lumps,lumpy virus
goat,9,102.5,shortness of breath,chills,fatigue,anthrax
goat,10,102.6,lameness,sores on gums,loss of appetite,foot and mouth
goat,5,102.3,blisters on hooves,loss of appetite,lameness,foot and mouth
goat,4,102.6,loss of appetite,depression,painless lumps,pneumonia
goat,8,103.2,painless lumps,loss of appetite,depression,lumpy virus
goat,9,101.3,swelling in muscle,depression,crackling sound,blackleg
goat,7,102.6,depression,swelling in limb,difficulty walking,blackleg
goat,9,102.1,loss of appetite,depression,painless lumps,pneumonia
goat,9,100.3,chest discomfort,fatigue,sweats,anthrax
goat,5,101.0,difficulty walking,crackling sound,loss of appetite,blackleg
goat,2,102.3,lameness,loss of appetite,sores on gums,foot and mouth
goat,3,104.8,crackling sound,lameness,swelling in muscle,blackleg
goat,7,102.1,painless lumps,loss of appetite,depression,pneumonia
goat,4,102.6,depression,painless lumps,loss of appetite,lumpy virus
goat,3,101.5,loss of appetite,painless lumps,depression,pneumonia
goat,10,103.8,crackling sound,depression,loss of appetite,blackleg
goat,1,101.2,loss of appetite,depression,painless lumps,pneumonia
goat,8,104.2,painless lumps,loss of appetite,depression,lumpy virus
goat,7,101.7,depression,lameness,swelling in limb,blackleg
goat,10,101.3,loss of appetite,depression,painless lumps,pneumonia
goat,7,103.0,crackling sound,loss of appetite,depression,blackleg
goat,9,105.0,loss of appetite,depression,painless lumps,lumpy virus
goat,1,101.9,swelling in abdomen,fatigue,sweats,anthrax
goat,1,102.6,depression,painless lumps,loss of appetite,lumpy virus
goat,8,101.8,loss of appetite,difficulty walking,swelling in muscle,blackleg
goat,1,101.1,loss of appetite,difficulty walking,sores on hooves,foot and mouth
goat,9,102.9,painless lumps,depression,loss of appetite,lumpy virus
goat,9,102.3,painless lumps,depression,loss of appetite,lumpy virus
goat,6,103.1,painless lumps,depression,loss of appetite,pneumonia
goat,4,103.3,chest discomfort,swelling in neck,sweats,anthrax
goat,4,101.7,sores on tongue,difficulty walking,loss of appetite,foot and mouth
goat,6,102.9,depression,loss of appetite,painless lumps,lumpy virus
goat,8,101.0,depression,loss of appetite,painless lumps,pneumonia
goat,8,102.6,difficulty walking,loss of appetite,swelling in limb,blackleg
goat,2,101.6,loss of appetite,blisters on gums,difficulty walking,foot and mouth
goat,9,101.9,depression,loss of appetite,painless lumps,pneumonia
goat,6,104.3,depression,loss of appetite,painless lumps,lumpy virus
goat,2,101.0,sores on gums,lameness,loss of appetite,foot and mouth
goat,2,102.8,swelling in neck,shortness of breath,sweats,anthrax
goat,10,101.6,chest discomfort,fatigue,sweats,anthrax
goat,9,102.7,painless lumps,loss of appetite,depression,lumpy virus
goat,8,102.7,loss of appetite,sores on gums,lameness,foot and mouth
goat,5,100.5,depression,crackling sound,loss of appetite,blackleg
goat,2,101.7,chills,sweats,chest discomfort,anthrax
goat,1,101.6,chest discomfort,chills,swelling in abdomen,anthrax
goat,6,100.0,difficulty walking,depression,swelling in limb,blackleg
goat,7,103.0,loss of appetite,depression,painless lumps,lumpy virus
goat,9,102.7,painless lumps,loss of appetite,depression,pneumonia
goat,3,102.6,loss of appetite,depression,painless lumps,pneumonia
goat,7,100.5,lameness,blisters on hooves,loss of appetite,foot and mouth
goat,9,103.9,loss of appetite,painless lumps,depression,lumpy virus
goat,3,101.6,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
goat,3,100.8,swelling in neck,shortness of breath,fatigue,anthrax
goat,3,100.1,lameness,loss of appetite,blisters on mouth,foot and mouth
goat,2,101.9,painless lumps,loss of appetite,depression,pneumonia
goat,7,102.5,fatigue,chest discomfort,chills,anthrax
goat,9,104.1,depression,loss of appetite,crackling sound,blackleg
goat,4,102.8,loss of appetite,depression,painless lumps,pneumonia
goat,1,103.9,swelling in limb,crackling sound,depression,blackleg
goat,6,100.9,difficulty walking,crackling sound,depression,blackleg
goat,3,101.6,lameness,loss of appetite,depression,blackleg
goat,2,103.6,depression,painless lumps,loss of appetite,pneumonia
goat,5,101.3,depression,painless lumps,loss of appetite,pneumonia
goat,10,101.2,loss of appetite,painless lumps,depression,pneumonia
goat,2,102.9,painless lumps,depression,loss of appetite,lumpy virus
goat,3,100.9,swelling in abdomen,shortness of breath,sweats,anthrax
goat,6,103.8,loss of appetite,lameness,blisters on gums,foot and mouth
goat,10,104.9,depression,painless lumps,loss of appetite,pneumonia
goat,4,100.3,lameness,swelling in muscle,crackling sound,blackleg
goat,7,104.6,painless lumps,loss of appetite,depression,lumpy virus
goat,9,103.7,depression,loss of appetite,painless lumps,lumpy virus
goat,4,103.0,blisters on hooves,loss of appetite,lameness,foot and mouth
goat,8,103.9,depression,painless lumps,loss of appetite,lumpy virus
goat,5,104.9,fatigue,chest discomfort,sweats,anthrax
goat,6,100.9,blisters on gums,difficulty walking,loss of appetite,foot and mouth
goat,1,102.5,loss of appetite,painless lumps,depression,lumpy virus
goat,1,100.7,fatigue,chest discomfort,swelling in extremities,anthrax
goat,7,103.0,shortness of breath,swelling in abdomen,chills,anthrax
goat,1,104.7,crackling sound,loss of appetite,depression,blackleg
goat,3,103.7,depression,painless lumps,loss of appetite,pneumonia
goat,2,104.0,swelling in abdomen,sweats,fatigue,anthrax
goat,5,100.4,loss of appetite,lameness,sores on gums,foot and mouth
goat,5,102.9,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
goat,6,100.6,loss of appetite,difficulty walking,sores on hooves,foot and mouth
goat,4,102.0,swelling in muscle,loss of appetite,depression,blackleg
goat,10,100.3,fatigue,swelling in abdomen,shortness of breath,anthrax
goat,8,100.7,loss of appetite,painless lumps,depression,pneumonia
goat,2,102.3,loss of appetite,depression,painless lumps,pneumonia
goat,4,103.3,painless lumps,loss of appetite,depression,pneumonia
goat,3,102.6,swelling in limb,difficulty walking,depression,blackleg
goat,1,100.5,depression,lameness,swelling in limb,blackleg
goat,1,104.8,shortness of breath,chills,chest discomfort,anthrax
goat,8,102.6,loss of appetite,swelling in limb,crackling sound,blackleg
goat,3,103.3,fatigue,chills,chest discomfort,anthrax
goat,6,103.3,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
goat,7,101.4,loss of appetite,depression,painless lumps,pneumonia
goat,2,100.7,depression,loss of appetite,painless lumps,lumpy virus
goat,9,100.0,painless lumps,loss of appetite,depression,lumpy virus
goat,5,102.3,lameness,blisters on gums,loss of appetite,foot and mouth
goat,7,104.0,loss of appetite,depression,painless lumps,pneumonia
goat,9,103.2,loss of appetite,crackling sound,lameness,blackleg
goat,4,104.7,swelling in neck,chills,sweats,anthrax
goat,10,103.4,depression,painless lumps,loss of appetite,pneumonia
goat,4,103.4,fatigue,swelling in extremities,chest discomfort,anthrax
goat,9,102.0,blisters on hooves,lameness,loss of appetite,foot and mouth
goat,6,102.1,loss of appetite,painless lumps,depression,lumpy virus
goat,9,103.7,loss of appetite,depression,painless lumps,pneumonia
goat,7,102.8,loss of appetite,painless lumps,depression,pneumonia
goat,4,101.7,fatigue,chills,sweats,anthrax
goat,4,101.2,depression,swelling in muscle,crackling sound,blackleg
goat,10,102.8,loss of appetite,painless lumps,depression,lumpy virus
goat,6,100.2,lameness,loss of appetite,sores on hooves,foot and mouth
goat,5,101.0,sores on tongue,lameness,loss of appetite,foot and mouth
goat,1,100.9,painless lumps,depression,loss of appetite,pneumonia
goat,1,102.2,chest discomfort,sweats,swelling in abdomen,anthrax
goat,4,104.4,depression,loss of appetite,painless lumps,pneumonia
goat,4,102.7,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
goat,9,103.1,loss of appetite,depression,painless lumps,pneumonia
goat,4,100.3,loss of appetite,difficulty walking,swelling in limb,blackleg
goat,7,100.3,depression,painless lumps,loss of appetite,lumpy virus
goat,2,101.4,painless lumps,loss of appetite,depression,pneumonia
goat,4,101.9,lameness,loss of appetite,swelling in muscle,blackleg
goat,8,102.8,loss of appetite,lameness,swelling in limb,blackleg
goat,3,102.9,difficulty walking,loss of appetite,depression,blackleg
goat,9,104.0,blisters on mouth,lameness,loss of appetite,foot and mouth
goat,1,100.8,crackling sound,loss of appetite,lameness,blackleg
goat,8,103.0,depression,painless lumps,loss of appetite,lumpy virus
goat,1,103.8,swelling in abdomen,chills,sweats,anthrax
goat,10,103.9,painless lumps,loss of appetite,depression,lumpy virus
goat,5,100.9,painless lumps,depression,loss of appetite,pneumonia
goat,6,102.2,painless lumps,depression,loss of appetite,lumpy virus
goat,10,100.2,painless lumps,depression,loss of appetite,pneumonia
goat,9,101.7,depression,loss of appetite,painless lumps,pneumonia
goat,6,100.8,chills,shortness of breath,fatigue,anthrax
goat,6,100.4,loss of appetite,depression,painless lumps,lumpy virus
goat,6,101.6,painless lumps,loss of appetite,depression,lumpy virus
goat,7,101.6,depression,loss of appetite,painless lumps,pneumonia
goat,4,102.3,loss of appetite,lameness,crackling sound,blackleg
goat,9,104.2,depression,loss of appetite,painless lumps,lumpy virus
goat,3,103.7,loss of appetite,depression,painless lumps,pneumonia
goat,7,100.3,depression,loss of appetite,painless lumps,lumpy virus
goat,4,103.1,lameness,loss of appetite,sores on gums,foot and mouth
goat,2,102.8,difficulty walking,depression,swelling in limb,blackleg
goat,6,103.7,painless lumps,loss of appetite,depression,lumpy virus
goat,1,100.6,swelling in abdomen,sweats,chest discomfort,anthrax
goat,3,102.8,loss of appetite,painless lumps,depression,lumpy virus
goat,9,103.5,painless lumps,loss of appetite,depression,lumpy virus
goat,10,102.7,fatigue,swelling in abdomen,sweats,anthrax
goat,4,100.1,fatigue,shortness of breath,swelling in extremities,anthrax
goat,1,100.3,loss of appetite,depression,painless lumps,lumpy virus
goat,2,103.3,difficulty walking,loss of appetite,sores on gums,foot and mouth
goat,10,100.6,painless lumps,loss of appetite,depression,lumpy virus
goat,7,102.7,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
